ID;Curr;ISOCountryCode;FinancialCentre;EventDate;EventDayOfWeek;Day;HolidayDate
31213;KZT;KZ;Almaty;20181217;Mon;Independence Day Holiday;17/12/2018
31214;KZT;KZ;Almaty;20181218;Tue;Independence Day OBS;18/12/2018
31215;KZT;KZ;Almaty;20190101;Tue;New Year's Day;01/01/2019
31216;KZT;KZ;Almaty;20190102;Wed;New Year's Holiday;02/01/2019
31217;KZT;KZ;Almaty;20190107;Mon;Christmas (Orthodox);07/01/2019
31218;KZT;KZ;Almaty;20190308;Fri;Women's Day;08/03/2019
31219;KZT;KZ;Almaty;20190321;Thu;Noruz 1;21/03/2019
31220;KZT;KZ;Almaty;20190322;Fri;Noruz 2;22/03/2019
31221;KZT;KZ;Almaty;20190325;Mon;Noruz 3 OBS;25/03/2019
31222;KZT;KZ;Almaty;20190501;Wed;Unification Day;01/05/2019
31223;KZT;KZ;Almaty;20190507;Tue;Defender of the Fatherland Day;07/05/2019
31224;KZT;KZ;Almaty;20190509;Thu;Victory Day;09/05/2019
31225;KZT;KZ;Almaty;20190708;Mon;Day of the Capital OBS;08/07/2019
31226;KZT;KZ;Almaty;20190811;Sun;Eid al-Adha*;11/08/2019
31227;KZT;KZ;Almaty;20190830;Fri;Constitution Day;30/08/2019
31228;KZT;KZ;Almaty;20191202;Mon;First President's Day OBS;02/12/2019
31229;KZT;KZ;Almaty;20191216;Mon;Independence Day;16/12/2019
31230;KZT;KZ;Almaty;20191217;Tue;Independence Day Holiday;17/12/2019
31231;KZT;KZ;Almaty;20200101;Wed;New Year's Day;01/01/2020
31232;KZT;KZ;Almaty;20200102;Thu;New Year's Holiday;02/01/2020
31233;KZT;KZ;Almaty;20200107;Tue;Christmas (Orthodox);07/01/2020
31234;KZT;KZ;Almaty;20200309;Mon;Women's Day OBS;09/03/2020
31235;KZT;KZ;Almaty;20200323;Mon;Noruz 2 OBS;23/03/2020
31236;KZT;KZ;Almaty;20200324;Tue;Noruz 1 OBS;24/03/2020
31237;KZT;KZ;Almaty;20200325;Wed;Noruz 3 OBS;25/03/2020
31238;KZT;KZ;Almaty;20200501;Fri;Unification Day;01/05/2020
31239;KZT;KZ;Almaty;20200507;Thu;Defender of the Fatherland Day;07/05/2020
31240;KZT;KZ;Almaty;20200511;Mon;Victory Day OBS;11/05/2020
31241;KZT;KZ;Almaty;20200706;Mon;Day of the Capital;06/07/2020
31242;KZT;KZ;Almaty;20200731;Fri;Eid al-Adha*;31/07/2020
31243;KZT;KZ;Almaty;20200831;Mon;Constitution Day OBS;31/08/2020
31693;LAK;LA;Vientiane;20171204;Mon;Independence Day OBS;04/12/2017
31694;LAK;LA;Vientiane;20171229;Fri;Fiscal Year End OBS;29/12/2017
31695;LAK;LA;Vientiane;20171231;Sun;Fiscal Year End 2;31/12/2017
31696;LAK;LA;Vientiane;20180101;Mon;New Year's Day;01/01/2018
31697;LAK;LA;Vientiane;20180308;Thu;International Women's Day;08/03/2018
31698;LAK;LA;Vientiane;20180418;Wed;Boun Pimai (Laotian New Year) 1 OBS;18/04/2018
31699;LAK;LA;Vientiane;20180419;Thu;Boun Pimai (Laotian New Year) 2;19/04/2018
31700;LAK;LA;Vientiane;20180420;Fri;Boun Pimai (Laotian New Year) 3;20/04/2018
31701;LAK;LA;Vientiane;20180501;Tue;Labour Day;01/05/2018
31702;LAK;LA;Vientiane;20180720;Fri;Lao Women's Union Establishment Day;20/07/2018
31703;LAK;LA;Vientiane;20181008;Mon;Bank Anniversary OBS;08/10/2018
31704;LAK;LA;Vientiane;20181203;Mon;Independence Day OBS;03/12/2018
31705;LAK;LA;Vientiane;20181228;Fri;Fiscal Year End OBS;28/12/2018
31706;LAK;LA;Vientiane;20181231;Mon;Fiscal Year End 2;31/12/2018
31707;LAK;LA;Vientiane;20190101;Tue;New Year's Day;01/01/2019
31708;LAK;LA;Vientiane;20190308;Fri;International Women's Day;08/03/2019
31709;LAK;LA;Vientiane;20190415;Mon;Boun Pimai (Laotian New Year) 1 OBS;15/04/2019
31710;LAK;LA;Vientiane;20190416;Tue;Boun Pimai (Laotian New Year) 2;16/04/2019
31711;LAK;LA;Vientiane;20190417;Wed;Boun Pimai (Laotian New Year) 3;17/04/2019
31712;LAK;LA;Vientiane;20190501;Wed;Labour Day;01/05/2019
31713;LAK;LA;Vientiane;20190720;Sat;Lao Women's Union Establishment Day;20/07/2019
31714;LAK;LA;Vientiane;20191007;Mon;Bank Anniversary;07/10/2019
31715;LAK;LA;Vientiane;20191202;Mon;Independence Day;02/12/2019
31716;LAK;LA;Vientiane;20191230;Mon;Fiscal Year End;30/12/2019
31717;LAK;LA;Vientiane;20191231;Tue;Fiscal Year End 2;31/12/2019
31718;LAK;LA;Vientiane;20200101;Wed;New Year's Day;01/01/2020
31719;LAK;LA;Vientiane;20200309;Mon;International Women's Day OBS;09/03/2020
31720;LAK;LA;Vientiane;20200416;Thu;Boun Pimai (Laotian New Year) 1 OBS;16/04/2020
31721;LAK;LA;Vientiane;20200417;Fri;Boun Pimai (Laotian New Year) 2;17/04/2020
31722;LAK;LA;Vientiane;20200418;Sat;Boun Pimai (Laotian New Year) 3;18/04/2020
31723;LAK;LA;Vientiane;20200501;Fri;Labour Day;01/05/2020
31724;LAK;LA;Vientiane;20200720;Mon;Lao Women's Union Establishment Day;20/07/2020
31725;LAK;LA;Vientiane;20201007;Wed;Bank Anniversary;07/10/2020
32079;LBP;LB;Beirut;20171201;Fri;Prophet's Birthday*;01/12/2017
32080;LBP;LB;Beirut;20171225;Mon;Christmas Day;25/12/2017
32081;LBP;LB;Beirut;20171231;Sun;Last Day of Year;31/12/2017
32082;LBP;LB;Beirut;20180101;Mon;New Year's Day;01/01/2018
32083;LBP;LB;Beirut;20180106;Sat;Christmas (Orthodox);06/01/2018
32084;LBP;LB;Beirut;20180209;Fri;St. Maroon's Day;09/02/2018
32085;LBP;LB;Beirut;20180214;Wed;Day of Mourning for Hariri;14/02/2018
32086;LBP;LB;Beirut;20180325;Sun;Feast of the Anunciation;25/03/2018
32087;LBP;LB;Beirut;20180330;Fri;Good Friday;30/03/2018
32088;LBP;LB;Beirut;20180402;Mon;Easter Monday;02/04/2018
32089;LBP;LB;Beirut;20180406;Fri;Good Friday (Orthodox);06/04/2018
32090;LBP;LB;Beirut;20180409;Mon;Easter Monday (Orthodox);09/04/2018
32091;LBP;LB;Beirut;20180501;Tue;Labour Day;01/05/2018
32092;LBP;LB;Beirut;20180525;Fri;Resistance and Liberation Day;25/05/2018
32093;LBP;LB;Beirut;20180615;Fri;Eid al-Fitr 1*;15/06/2018
32094;LBP;LB;Beirut;20180616;Sat;Eid al-Fitr 2*;16/06/2018
32095;LBP;LB;Beirut;20180815;Wed;Assumption Day;15/08/2018
32096;LBP;LB;Beirut;20180822;Wed;Eid al-Adha 1*;22/08/2018
32097;LBP;LB;Beirut;20180823;Thu;Eid al-Adha 2*;23/08/2018
32098;LBP;LB;Beirut;20180911;Tue;Islamic (Hijri) New Year*;11/09/2018
32099;LBP;LB;Beirut;20180920;Thu;Ashoora*;20/09/2018
32100;LBP;LB;Beirut;20181120;Tue;Prophet's Birthday*;20/11/2018
32101;LBP;LB;Beirut;20181122;Thu;Independence Day;22/11/2018
32102;LBP;LB;Beirut;20181225;Tue;Christmas Day;25/12/2018
32103;LBP;LB;Beirut;20181231;Mon;Last Day of Year;31/12/2018
32104;LBP;LB;Beirut;20190101;Tue;New Year's Day;01/01/2019
32105;LBP;LB;Beirut;20190106;Sun;Christmas (Orthodox);06/01/2019
32106;LBP;LB;Beirut;20190209;Sat;St. Maroon's Day;09/02/2019
32107;LBP;LB;Beirut;20190214;Thu;Day of Mourning for Hariri;14/02/2019
32108;LBP;LB;Beirut;20190325;Mon;Feast of the Anunciation;25/03/2019
32109;LBP;LB;Beirut;20190419;Fri;Good Friday;19/04/2019
32110;LBP;LB;Beirut;20190422;Mon;Easter Monday;22/04/2019
32111;LBP;LB;Beirut;20190426;Fri;Good Friday (Orthodox);26/04/2019
32112;LBP;LB;Beirut;20190429;Mon;Easter Monday (Orthodox);29/04/2019
32113;LBP;LB;Beirut;20190501;Wed;Labour Day;01/05/2019
32114;LBP;LB;Beirut;20190525;Sat;Resistance and Liberation Day;25/05/2019
32115;LBP;LB;Beirut;20190605;Wed;Eid al-Fitr 1*;05/06/2019
32116;LBP;LB;Beirut;20190606;Thu;Eid al-Fitr 2*;06/06/2019
32117;LBP;LB;Beirut;20190811;Sun;Eid al-Adha 1*;11/08/2019
32118;LBP;LB;Beirut;20190812;Mon;Eid al-Adha 2*;12/08/2019
32119;LBP;LB;Beirut;20190815;Thu;Assumption Day;15/08/2019
32120;LBP;LB;Beirut;20190901;Sun;Islamic (Hijri) New Year*;01/09/2019
32121;LBP;LB;Beirut;20190910;Tue;Ashoora*;10/09/2019
32122;LBP;LB;Beirut;20191109;Sat;Prophet's Birthday*;09/11/2019
32123;LBP;LB;Beirut;20191122;Fri;Independence Day;22/11/2019
32124;LBP;LB;Beirut;20191225;Wed;Christmas Day;25/12/2019
32125;LBP;LB;Beirut;20191231;Tue;Last Day of Year;31/12/2019
32126;LBP;LB;Beirut;20200101;Wed;New Year's Day;01/01/2020
32127;LBP;LB;Beirut;20200106;Mon;Christmas (Orthodox);06/01/2020
32128;LBP;LB;Beirut;20200209;Sun;St. Maroon's Day;09/02/2020
32129;LBP;LB;Beirut;20200214;Fri;Day of Mourning for Hariri;14/02/2020
32130;LBP;LB;Beirut;20200325;Wed;Feast of the Anunciation;25/03/2020
32131;LBP;LB;Beirut;20200410;Fri;Good Friday;10/04/2020
32132;LBP;LB;Beirut;20200413;Mon;Easter Monday;13/04/2020
32133;LBP;LB;Beirut;20200417;Fri;Good Friday (Orthodox);17/04/2020
32134;LBP;LB;Beirut;20200420;Mon;Easter Monday (Orthodox);20/04/2020
32135;LBP;LB;Beirut;20200501;Fri;Labour Day;01/05/2020
32136;LBP;LB;Beirut;20200524;Sun;Eid al-Fitr 1*;24/05/2020
32137;LBP;LB;Beirut;20200525;Mon;Eid al-Fitr 2*;25/05/2020
32138;LBP;LB;Beirut;20200525;Mon;Resistance and Liberation Day;25/05/2020
32139;LBP;LB;Beirut;20200731;Fri;Eid al-Adha 1*;31/07/2020
32140;LBP;LB;Beirut;20200801;Sat;Eid al-Adha 2*;01/08/2020
32141;LBP;LB;Beirut;20200815;Sat;Assumption Day;15/08/2020
32142;LBP;LB;Beirut;20200820;Thu;Islamic (Hijri) New Year*;20/08/2020
32143;LBP;LB;Beirut;20200829;Sat;Ashoora*;29/08/2020
32144;LBP;LB;Beirut;20201029;Thu;Prophet's Birthday*;29/10/2020
32145;LBP;LB;Beirut;20201122;Sun;Independence Day;22/11/2020
32754;LKR;LK;Colombo;20171201;Fri;Eid-ul-Milad*;01/12/2017
32755;LKR;LK;Colombo;20171225;Mon;Christmas Day;25/12/2017
32756;LKR;LK;Colombo;20180115;Mon;Tamil Thai Pongal;15/01/2018
32757;LKR;LK;Colombo;20180205;Mon;National Day OBS;05/02/2018
32758;LKR;LK;Colombo;20180330;Fri;Good Friday;30/03/2018
32759;LKR;LK;Colombo;20180413;Fri;Tamil New Year's Eve;13/04/2018
32760;LKR;LK;Colombo;20180414;Sat;Tamil New Year;14/04/2018
32761;LKR;LK;Colombo;20180501;Tue;May Day;01/05/2018
32762;LKR;LK;Colombo;20180615;Fri;Id-Ul-Fitr *;15/06/2018
32763;LKR;LK;Colombo;20180822;Wed;Id-ul-Allah (Haji)*;22/08/2018
32764;LKR;LK;Colombo;20181108;Thu;Diwali (Deepavali)*;08/11/2018
32765;LKR;LK;Colombo;20181120;Tue;Eid-ul-Milad*;20/11/2018
32766;LKR;LK;Colombo;20181225;Tue;Christmas Day;25/12/2018
32767;LKR;LK;Colombo;20190115;Tue;Tamil Thai Pongal;15/01/2019
32768;LKR;LK;Colombo;20190204;Mon;National Day;04/02/2019
32769;LKR;LK;Colombo;20190413;Sat;Tamil New Year's Eve;13/04/2019
32770;LKR;LK;Colombo;20190414;Sun;Tamil New Year;14/04/2019
32771;LKR;LK;Colombo;20190419;Fri;Good Friday;19/04/2019
32772;LKR;LK;Colombo;20190501;Wed;May Day;01/05/2019
32773;LKR;LK;Colombo;20190605;Wed;Id-Ul-Fitr *;05/06/2019
32774;LKR;LK;Colombo;20190811;Sun;Id-ul-Allah (Haji)*;11/08/2019
32775;LKR;LK;Colombo;20191029;Tue;Diwali (Deepavali)*;29/10/2019
32776;LKR;LK;Colombo;20191109;Sat;Eid-ul-Milad*;09/11/2019
32777;LKR;LK;Colombo;20191225;Wed;Christmas Day;25/12/2019
32778;LKR;LK;Colombo;20200115;Wed;Tamil Thai Pongal;15/01/2020
32779;LKR;LK;Colombo;20200204;Tue;National Day;04/02/2020
32780;LKR;LK;Colombo;20200410;Fri;Good Friday;10/04/2020
32781;LKR;LK;Colombo;20200413;Mon;Tamil New Year's Eve;13/04/2020
32782;LKR;LK;Colombo;20200414;Tue;Tamil New Year;14/04/2020
32783;LKR;LK;Colombo;20200501;Fri;May Day;01/05/2020
32784;LKR;LK;Colombo;20200524;Sun;Id-Ul-Fitr *;24/05/2020
32785;LKR;LK;Colombo;20200731;Fri;Id-ul-Allah (Haji)*;31/07/2020
32786;LKR;LK;Colombo;20201029;Thu;Eid-ul-Milad*;29/10/2020
32787;LKR;LK;Colombo;20201116;Mon;Diwali (Deepavali)*;16/11/2020
33106;LRD;LR;Monrovia;20171129;Wed;W.V.S. Tubman's Birthday;29/11/2017
33107;LRD;LR;Monrovia;20171225;Mon;Christmas Day;25/12/2017
33108;LRD;LR;Monrovia;20180101;Mon;New Year's Day;01/01/2018
33109;LRD;LR;Monrovia;20180211;Sun;Armed Forces Day;11/02/2018
33110;LRD;LR;Monrovia;20180314;Wed;Decoration Day;14/03/2018
33111;LRD;LR;Monrovia;20180315;Thu;J.J. Robert's Birthday;15/03/2018
33112;LRD;LR;Monrovia;20180413;Fri;Fast and Prayer Day;13/04/2018
33113;LRD;LR;Monrovia;20180514;Mon;National Unification Day;14/05/2018
33114;LRD;LR;Monrovia;20180726;Thu;Independence Day;26/07/2018
33115;LRD;LR;Monrovia;20180824;Fri;National Flag Day;24/08/2018
33116;LRD;LR;Monrovia;20181101;Thu;Thanksgiving Day;01/11/2018
33117;LRD;LR;Monrovia;20181129;Thu;W.V.S. Tubman's Birthday;29/11/2018
33118;LRD;LR;Monrovia;20181225;Tue;Christmas Day;25/12/2018
33119;LRD;LR;Monrovia;20190101;Tue;New Year's Day;01/01/2019
33120;LRD;LR;Monrovia;20190211;Mon;Armed Forces Day;11/02/2019
33121;LRD;LR;Monrovia;20190313;Wed;Decoration Day;13/03/2019
33122;LRD;LR;Monrovia;20190315;Fri;J.J. Robert's Birthday;15/03/2019
33123;LRD;LR;Monrovia;20190412;Fri;Fast and Prayer Day;12/04/2019
33124;LRD;LR;Monrovia;20190514;Tue;National Unification Day;14/05/2019
33125;LRD;LR;Monrovia;20190726;Fri;Independence Day;26/07/2019
33126;LRD;LR;Monrovia;20190824;Sat;National Flag Day;24/08/2019
33127;LRD;LR;Monrovia;20191107;Thu;Thanksgiving Day;07/11/2019
33128;LRD;LR;Monrovia;20191129;Fri;W.V.S. Tubman's Birthday;29/11/2019
33129;LRD;LR;Monrovia;20191225;Wed;Christmas Day;25/12/2019
33130;LRD;LR;Monrovia;20200101;Wed;New Year's Day;01/01/2020
33131;LRD;LR;Monrovia;20200211;Tue;Armed Forces Day;11/02/2020
33132;LRD;LR;Monrovia;20200311;Wed;Decoration Day;11/03/2020
33133;LRD;LR;Monrovia;20200315;Sun;J.J. Robert's Birthday;15/03/2020
33134;LRD;LR;Monrovia;20200410;Fri;Fast and Prayer Day;10/04/2020
33135;LRD;LR;Monrovia;20200514;Thu;National Unification Day;14/05/2020
33136;LRD;LR;Monrovia;20200726;Sun;Independence Day;26/07/2020
33137;LRD;LR;Monrovia;20200824;Mon;National Flag Day;24/08/2020
33138;LRD;LR;Monrovia;20201105;Thu;Thanksgiving Day;05/11/2020
33458;LSL;LS;Maseru;20171225;Mon;Christmas Day;25/12/2017
33459;LSL;LS;Maseru;20171226;Tue;Boxing Day;26/12/2017
33460;LSL;LS;Maseru;20180101;Mon;New Year's Day;01/01/2018
33461;LSL;LS;Maseru;20180311;Sun;Mosheshoe Day;11/03/2018
33462;LSL;LS;Maseru;20180330;Fri;Good Friday;30/03/2018
33463;LSL;LS;Maseru;20180402;Mon;Easter Monday;02/04/2018
33464;LSL;LS;Maseru;20180501;Tue;Labour Day;01/05/2018
33465;LSL;LS;Maseru;20180510;Thu;Ascension Day;10/05/2018
33466;LSL;LS;Maseru;20180525;Fri;African Unity/Heroes' Day;25/05/2018
33467;LSL;LS;Maseru;20180717;Tue;King's Birthday;17/07/2018
33468;LSL;LS;Maseru;20181004;Thu;National Independence Day;04/10/2018
33469;LSL;LS;Maseru;20181225;Tue;Christmas Day;25/12/2018
33470;LSL;LS;Maseru;20181226;Wed;Boxing Day;26/12/2018
33471;LSL;LS;Maseru;20190101;Tue;New Year's Day;01/01/2019
33472;LSL;LS;Maseru;20190311;Mon;Mosheshoe Day;11/03/2019
33473;LSL;LS;Maseru;20190419;Fri;Good Friday;19/04/2019
33474;LSL;LS;Maseru;20190422;Mon;Easter Monday;22/04/2019
33475;LSL;LS;Maseru;20190501;Wed;Labour Day;01/05/2019
33476;LSL;LS;Maseru;20190525;Sat;African Unity/Heroes' Day;25/05/2019
33477;LSL;LS;Maseru;20190530;Thu;Ascension Day;30/05/2019
33478;LSL;LS;Maseru;20190717;Wed;King's Birthday;17/07/2019
33479;LSL;LS;Maseru;20191004;Fri;National Independence Day;04/10/2019
33480;LSL;LS;Maseru;20191225;Wed;Christmas Day;25/12/2019
33481;LSL;LS;Maseru;20191226;Thu;Boxing Day;26/12/2019
33482;LSL;LS;Maseru;20200101;Wed;New Year's Day;01/01/2020
33483;LSL;LS;Maseru;20200311;Wed;Mosheshoe Day;11/03/2020
33484;LSL;LS;Maseru;20200410;Fri;Good Friday;10/04/2020
33485;LSL;LS;Maseru;20200413;Mon;Easter Monday;13/04/2020
33486;LSL;LS;Maseru;20200501;Fri;Labour Day;01/05/2020
33487;LSL;LS;Maseru;20200521;Thu;Ascension Day;21/05/2020
33488;LSL;LS;Maseru;20200525;Mon;African Unity/Heroes' Day;25/05/2020
33489;LSL;LS;Maseru;20200717;Fri;King's Birthday;17/07/2020
33490;LSL;LS;Maseru;20201004;Sun;National Independence Day;04/10/2020
33812;LTL;LT;Vilnius;20171224;Sun;Christmas Eve;24/12/2017
33813;LTL;LT;Vilnius;20171225;Mon;Christmas;25/12/2017
33814;LTL;LT;Vilnius;20171226;Tue;Boxing Day;26/12/2017
33815;LTL;LT;Vilnius;20180101;Mon;New Year's Day;01/01/2018
33816;LTL;LT;Vilnius;20180216;Fri;Independence Day;16/02/2018
33817;LTL;LT;Vilnius;20180311;Sun;Restoration of Lithuania's Statehood;11/03/2018
33818;LTL;LT;Vilnius;20180402;Mon;Easter Monday;02/04/2018
33819;LTL;LT;Vilnius;20180501;Tue;Labour Day;01/05/2018
33820;LTL;LT;Vilnius;20180624;Sun;Jonines (St. John Day);24/06/2018
33821;LTL;LT;Vilnius;20180706;Fri;Day of Statehood;06/07/2018
33822;LTL;LT;Vilnius;20180815;Wed;Assumption Day;15/08/2018
33823;LTL;LT;Vilnius;20181101;Thu;All Saints' Day;01/11/2018
33824;LTL;LT;Vilnius;20181224;Mon;Christmas Eve;24/12/2018
33825;LTL;LT;Vilnius;20181225;Tue;Christmas;25/12/2018
33826;LTL;LT;Vilnius;20181226;Wed;Boxing Day;26/12/2018
33827;LTL;LT;Vilnius;20190101;Tue;New Year's Day;01/01/2019
33828;LTL;LT;Vilnius;20190216;Sat;Independence Day;16/02/2019
33829;LTL;LT;Vilnius;20190311;Mon;Restoration of Lithuania's Statehood;11/03/2019
33830;LTL;LT;Vilnius;20190422;Mon;Easter Monday;22/04/2019
33831;LTL;LT;Vilnius;20190501;Wed;Labour Day;01/05/2019
33832;LTL;LT;Vilnius;20190624;Mon;Jonines (St. John Day);24/06/2019
33833;LTL;LT;Vilnius;20190706;Sat;Day of Statehood;06/07/2019
33834;LTL;LT;Vilnius;20190815;Thu;Assumption Day;15/08/2019
33835;LTL;LT;Vilnius;20191101;Fri;All Saints' Day;01/11/2019
33836;LTL;LT;Vilnius;20191224;Tue;Christmas Eve;24/12/2019
33837;LTL;LT;Vilnius;20191225;Wed;Christmas;25/12/2019
33838;LTL;LT;Vilnius;20191226;Thu;Boxing Day;26/12/2019
33839;LTL;LT;Vilnius;20200101;Wed;New Year's Day;01/01/2020
33840;LTL;LT;Vilnius;20200216;Sun;Independence Day;16/02/2020
33841;LTL;LT;Vilnius;20200311;Wed;Restoration of Lithuania's Statehood;11/03/2020
33842;LTL;LT;Vilnius;20200413;Mon;Easter Monday;13/04/2020
33843;LTL;LT;Vilnius;20200501;Fri;Labour Day;01/05/2020
33844;LTL;LT;Vilnius;20200624;Wed;Jonines (St. John Day);24/06/2020
33845;LTL;LT;Vilnius;20200706;Mon;Day of Statehood;06/07/2020
33846;LTL;LT;Vilnius;20200815;Sat;Assumption Day;15/08/2020
33847;LTL;LT;Vilnius;20201101;Sun;All Saints' Day;01/11/2020
34197;LYD;LY;Tripoli;20171201;Fri;Mouled al-Nabee*;01/12/2017
34198;LYD;LY;Tripoli;20171224;Sun;Independence Day;24/12/2017
34199;LYD;LY;Tripoli;20180217;Sat;Revolution Day;17/02/2018
34200;LYD;LY;Tripoli;20180501;Tue;Labour Day;01/05/2018
34201;LYD;LY;Tripoli;20180615;Fri;Eid al-Fitr 1*;15/06/2018
34202;LYD;LY;Tripoli;20180616;Sat;Eid al-Fitr 2*;16/06/2018
34203;LYD;LY;Tripoli;20180821;Tue;Day of Arafa*;21/08/2018
34204;LYD;LY;Tripoli;20180822;Wed;Eid al-Adha 1*;22/08/2018
34205;LYD;LY;Tripoli;20180823;Thu;Eid al-Adha 2*;23/08/2018
34206;LYD;LY;Tripoli;20180911;Tue;Hijri New Year*;11/09/2018
34207;LYD;LY;Tripoli;20180916;Sun;Martyrs Day;16/09/2018
34208;LYD;LY;Tripoli;20181023;Tue;Liberation Day;23/10/2018
34209;LYD;LY;Tripoli;20181120;Tue;Mouled al-Nabee*;20/11/2018
34210;LYD;LY;Tripoli;20181224;Mon;Independence Day;24/12/2018
34211;LYD;LY;Tripoli;20190217;Sun;Revolution Day;17/02/2019
34212;LYD;LY;Tripoli;20190501;Wed;Labour Day;01/05/2019
34213;LYD;LY;Tripoli;20190605;Wed;Eid al-Fitr 1*;05/06/2019
34214;LYD;LY;Tripoli;20190606;Thu;Eid al-Fitr 2*;06/06/2019
34215;LYD;LY;Tripoli;20190810;Sat;Day of Arafa*;10/08/2019
34216;LYD;LY;Tripoli;20190811;Sun;Eid al-Adha 1*;11/08/2019
34217;LYD;LY;Tripoli;20190812;Mon;Eid al-Adha 2*;12/08/2019
34218;LYD;LY;Tripoli;20190901;Sun;Hijri New Year*;01/09/2019
34219;LYD;LY;Tripoli;20190916;Mon;Martyrs Day;16/09/2019
34220;LYD;LY;Tripoli;20191023;Wed;Liberation Day;23/10/2019
34221;LYD;LY;Tripoli;20191109;Sat;Mouled al-Nabee*;09/11/2019
34222;LYD;LY;Tripoli;20191224;Tue;Independence Day;24/12/2019
34223;LYD;LY;Tripoli;20200217;Mon;Revolution Day;17/02/2020
34224;LYD;LY;Tripoli;20200501;Fri;Labour Day;01/05/2020
34225;LYD;LY;Tripoli;20200524;Sun;Eid al-Fitr 1*;24/05/2020
34226;LYD;LY;Tripoli;20200525;Mon;Eid al-Fitr 2*;25/05/2020
34227;LYD;LY;Tripoli;20200730;Thu;Day of Arafa*;30/07/2020
34228;LYD;LY;Tripoli;20200731;Fri;Eid al-Adha 1*;31/07/2020
34229;LYD;LY;Tripoli;20200801;Sat;Eid al-Adha 2*;01/08/2020
34230;LYD;LY;Tripoli;20200820;Thu;Hijri New Year*;20/08/2020
34231;LYD;LY;Tripoli;20200916;Wed;Martyrs Day;16/09/2020
34232;LYD;LY;Tripoli;20201023;Fri;Liberation Day;23/10/2020
34233;LYD;LY;Tripoli;20201029;Thu;Mouled al-Nabee*;29/10/2020
34595;MAD;MA;Rabat;20171201;Fri;Prophet's Birthday 1*;01/12/2017
34596;MAD;MA;Rabat;20171202;Sat;Prophet's Birthday 2*;02/12/2017
34597;MAD;MA;Rabat;20180101;Mon;New Year's Day;01/01/2018
34598;MAD;MA;Rabat;20180111;Thu;National Holiday;11/01/2018
34599;MAD;MA;Rabat;20180501;Tue;Labour Day;01/05/2018
34600;MAD;MA;Rabat;20180615;Fri;Eid al-Fitr 1*;15/06/2018
34601;MAD;MA;Rabat;20180616;Sat;Eid al-Fitr 2*;16/06/2018
34602;MAD;MA;Rabat;20180730;Mon;Feast of the Throne;30/07/2018
34603;MAD;MA;Rabat;20180814;Tue;Oued Eddahab;14/08/2018
34604;MAD;MA;Rabat;20180820;Mon;Revolution of King and People;20/08/2018
34605;MAD;MA;Rabat;20180821;Tue;Youth Day;21/08/2018
34606;MAD;MA;Rabat;20180822;Wed;Eid al-Adha 1*;22/08/2018
34607;MAD;MA;Rabat;20180823;Thu;Eid al-Adha 2*;23/08/2018
34608;MAD;MA;Rabat;20180911;Tue;Islamic (Hijri) New Year*;11/09/2018
34609;MAD;MA;Rabat;20181106;Tue;Green March Day;06/11/2018
34610;MAD;MA;Rabat;20181118;Sun;Independence Day;18/11/2018
34611;MAD;MA;Rabat;20181120;Tue;Prophet's Birthday 1*;20/11/2018
34612;MAD;MA;Rabat;20181121;Wed;Prophet's Birthday 2*;21/11/2018
34613;MAD;MA;Rabat;20190101;Tue;New Year's Day;01/01/2019
34614;MAD;MA;Rabat;20190111;Fri;National Holiday;11/01/2019
34615;MAD;MA;Rabat;20190501;Wed;Labour Day;01/05/2019
34616;MAD;MA;Rabat;20190605;Wed;Eid al-Fitr 1*;05/06/2019
34617;MAD;MA;Rabat;20190606;Thu;Eid al-Fitr 2*;06/06/2019
34618;MAD;MA;Rabat;20190730;Tue;Feast of the Throne;30/07/2019
34619;MAD;MA;Rabat;20190812;Mon;Eid al-Adha 1*;12/08/2019
34620;MAD;MA;Rabat;20190813;Tue;Eid al-Adha 2*;13/08/2019
34621;MAD;MA;Rabat;20190814;Wed;Oued Eddahab;14/08/2019
34622;MAD;MA;Rabat;20190820;Tue;Revolution of King and People;20/08/2019
34623;MAD;MA;Rabat;20190821;Wed;Youth Day;21/08/2019
34624;MAD;MA;Rabat;20190901;Sun;Islamic (Hijri) New Year*;01/09/2019
34625;MAD;MA;Rabat;20191106;Wed;Green March Day;06/11/2019
34626;MAD;MA;Rabat;20191109;Sat;Prophet's Birthday 1*;09/11/2019
34627;MAD;MA;Rabat;20191110;Sun;Prophet's Birthday 2*;10/11/2019
34628;MAD;MA;Rabat;20191118;Mon;Independence Day;18/11/2019
34629;MAD;MA;Rabat;20200101;Wed;New Year's Day;01/01/2020
34630;MAD;MA;Rabat;20200111;Sat;National Holiday;11/01/2020
34631;MAD;MA;Rabat;20200501;Fri;Labour Day;01/05/2020
34632;MAD;MA;Rabat;20200524;Sun;Eid al-Fitr 1*;24/05/2020
34633;MAD;MA;Rabat;20200525;Mon;Eid al-Fitr 2*;25/05/2020
34634;MAD;MA;Rabat;20200730;Thu;Feast of the Throne;30/07/2020
34635;MAD;MA;Rabat;20200731;Fri;Eid al-Adha 1*;31/07/2020
34636;MAD;MA;Rabat;20200801;Sat;Eid al-Adha 2*;01/08/2020
34637;MAD;MA;Rabat;20200814;Fri;Oued Eddahab;14/08/2020
34638;MAD;MA;Rabat;20200820;Thu;Islamic (Hijri) New Year*;20/08/2020
